STATION_NAME                                           DATE           PRCP      TMAX      TMIN      
COURTLAND 2 WSW AL US                                  20180315       0.00      154.4     86        
COURTLAND 2 WSW AL US                                  20180316       0.00      154.4     104       
COURTLAND 2 WSW AL US                                  20180317       0.04      174.2     127.4     
COURTLAND 2 WSW AL US                                  20180318       0.06      140       118.4     
COURTLAND 2 WSW AL US                                  20180319       0.24      159.8     123.8     
COURTLAND 2 WSW AL US                                  20180320       0.00      127.4     98.6      
COURTLAND 2 WSW AL US                                  20180321       0.00      125.6     91.4      
COURTLAND 2 WSW AL US                                  20180322       0.00      138.2     84.2      
COURTLAND 2 WSW AL US                                  20180323       0.00      140       96.8      
COURTLAND 2 WSW AL US                                  20180324       0.02      154.4     127.4     
COURTLAND 2 WSW AL US                                  20180325       0.33      149       120.2     
COURTLAND 2 WSW AL US                                  20180326       0.00      132.8     122       
COURTLAND 2 WSW AL US                                  20180327       0.00      156.2     116.6     
COURTLAND 2 WSW AL US                                  20180328       0.08      165.2     143.6     
COURTLAND 2 WSW AL US                                  20180329       1.07      149       127.4     
COURTLAND 2 WSW AL US                                  20180330       0.00      140       104       
COURTLAND 2 WSW AL US                                  20180331       0.00      159.8     96.8      
FAIRHOPE 3 NE AL US                                    20180301       0.10      172.4     141.8     
FAIRHOPE 3 NE AL US                                    20180302       0.00      159.8     114.8     
FAIRHOPE 3 NE AL US                                    20180303       0.00      163.4     111.2     
FAIRHOPE 3 NE AL US                                    20180304       0.00      159.8     105.8     
FAIRHOPE 3 NE AL US                                    20180305       0.00      165.2     113       
FAIRHOPE 3 NE AL US                                    20180306       0.48      156.2     125.6     
FAIRHOPE 3 NE AL US                                    20180307       0.00      136.4     113       
FAIRHOPE 3 NE AL US                                    20180308       0.00      140       89.6      
